product_id,sale_date,sales_rep,region,sales_amount,quantity_sold,category,unit_cost,unit_price,customer_type,discount,payment_method,sales_channel,region_and_sales_rep,source,transaction_id,product_name,units_sold,total_revenue
1062.0,2023-05-28,Bob,South,7567.22,28.0,Electronics,933.16,1004.7,Returning,0.18,Bank Transfer,Online,South-Bob,POS,,,,
1077.0,2023-01-11,Eve,North,9192.42,35.0,Electronics,585.37,970.49,Returning,0.15,Bank Transfer,Retail,North-Eve,POS,,,,
1003.0,2023-09-11,David,East,9514.19,22.0,Food,4218.43,4331.42,New,0.26,Bank Transfer,Online,East-David,POS,,,,
1070.0,2023-11-26,David,North,5813.51,40.0,Furniture,3089.96,3258.45,New,0.29,Cash,Online,North-David,POS,,,,
1072.0,2023-12-26,Charlie,North,3635.5,23.0,Furniture,1662.83,2074.25,New,0.12,Bank Transfer,Online,North-Charlie,POS,,,,
1027.0,2023-02-07,Bob,West,7896.74,3.0,Food,999.09,1271.99,New,0.15,Credit Card,Online,West-Bob,POS,,,,
1009.0,2023-05-14,David,West,2584.91,40.0,Furniture,2799.71,3231.08,Returning,0.29,Credit Card,Retail,West-David,POS,,,,
1062.0,2023-07-19,Charlie,North,5684.33,10.0,Electronics,2940.4,3054.79,Returning,0.08,Credit Card,Online,North-Charlie,POS,,,,
1037.0,2023-01-23,Charlie,East,3649.93,25.0,Food,1074.62,1382.4299999999998,Returning,0.24,Credit Card,Retail,East-Charlie,POS,,,,
1097.0,2023-10-30,Eve,West,6600.65,49.0,Electronics,4264.46,4315.52,New,0.07,Cash,Retail,West-Eve,POS,,,,
1051.0,2023-12-12,Eve,North,2479.95,8.0,Clothing,467.11,792.21,New,0.2,Credit Card,Online,North-Eve,POS,,,,
1044.0,2023-10-29,Charlie,North,1996.77,11.0,Clothing,1812.66,2196.3,New,0.08,Cash,Online,North-Charlie,POS,,,,
1024.0,2023-12-29,Eve,North,9190.57,5.0,Furniture,3417.9,3714.52,Returning,0.27,Credit Card,Retail,North-Eve,POS,,,,
1079.0,2023-08-06,David,North,1107.86,45.0,Clothing,1406.9,1547.35,New,0.17,Cash,Retail,North-David,POS,,,,
1059.0,2023-05-21,Alice,North,5108.98,37.0,Electronics,4146.99,4172.349999999999,Returning,0.06,Cash,Retail,North-Alice,POS,,,,
1032.0,2023-04-14,David,North,2286.44,45.0,Clothing,3712.35,3780.88,New,0.07,Cash,Retail,North-David,POS,,,,
1096.0,2023-07-29,Charlie,West,485.41,38.0,Electronics,3955.66,4270.59,Returning,0.15,Credit Card,Online,West-Charlie,POS,,,,
1088.0,2023-04-21,Charlie,East,456.59,29.0,Furniture,639.58,1107.45,New,0.29,Cash,Retail,East-Charlie,POS,,,,
1052.0,2023-04-14,David,North,1834.7,5.0,Furniture,745.71,856.9100000000001,Returning,0.23,Bank Transfer,Retail,North-David,POS,,,,
1062.0,2023-11-12,Eve,South,8681.03,9.0,Electronics,1468.05,1838.21,New,0.15,Bank Transfer,Retail,South-Eve,POS,,,,
1058.0,2023-06-20,Eve,West,2896.54,48.0,Clothing,2614.48,3049.04,New,0.1,Credit Card,Retail,West-Eve,POS,,,,
1052.0,2023-12-22,Charlie,West,9509.55,2.0,Furniture,3752.68,4017.91,Returning,0.16,Bank Transfer,Online,West-Charlie,POS,,,,
1012.0,2023-11-20,Bob,North,5858.06,1.0,Food,4190.83,4528.77,Returning,0.22,Bank Transfer,Online,North-Bob,POS,,,,
1039.0,2023-05-13,Eve,West,4422.48,40.0,Furniture,3536.46,3945.82,New,0.24,Bank Transfer,Online,West-Eve,POS,,,,
1002.0,2023-10-20,David,North,5842.88,30.0,Clothing,4646.55,4784.28,Returning,0.1,Credit Card,Retail,North-David,POS,,,,
1003.0,2023-11-24,Eve,East,5215.31,11.0,Food,3706.78,3862.26,New,0.22,Credit Card,Retail,East-Eve,POS,,,,
1056.0,2023-05-07,David,East,7611.88,28.0,Clothing,1566.03,1576.34,Returning,0.2,Bank Transfer,Online,East-David,POS,,,,
1081.0,2023-04-16,Charlie,West,2896.71,44.0,Electronics,1362.15,1844.07,New,0.29,Credit Card,Online,West-Charlie,POS,,,,
1059.0,2023-04-02,Eve,West,3595.2,12.0,Food,3496.15,3955.75,Returning,0.28,Cash,Retail,West-Eve,POS,,,,
1002.0,2023-10-14,David,South,8951.53,39.0,Clothing,1004.71,1389.35,New,0.24,Bank Transfer,Online,South-David,POS,,,,
1002.0,2023-02-20,Charlie,West,9469.92,26.0,Food,508.94,557.69,New,0.22,Credit Card,Retail,West-Charlie,POS,,,,
1092.0,2023-01-29,Bob,South,8936.33,13.0,Clothing,2684.5,2913.78,New,0.08,Credit Card,Retail,South-Bob,POS,,,,
1054.0,2023-10-23,David,East,4252.54,8.0,Food,4117.13,4177.06,Returning,0.25,Bank Transfer,Retail,East-David,POS,,,,
1087.0,2023-10-24,Bob,East,7825.62,28.0,Clothing,551.83,569.63,New,0.13,Credit Card,Retail,East-Bob,POS,,,,
1096.0,2023-08-02,Bob,North,4815.72,30.0,Electronics,3969.86,4281.79,Returning,0.08,Bank Transfer,Retail,North-Bob,POS,,,,
1097.0,2023-09-24,Alice,East,5025.64,9.0,Food,4067.28,4548.09,Returning,0.12,Credit Card,Retail,East-Alice,POS,,,,
1001.0,2023-09-14,Eve,South,2126.33,39.0,Food,2437.26,2889.67,Returning,0.25,Cash,Online,South-Eve,POS,,,,
1019.0,2023-10-29,David,West,5952.19,31.0,Food,333.69,685.1,New,0.04,Bank Transfer,Online,West-David,POS,,,,
1002.0,2023-04-11,Bob,North,1942.75,21.0,Food,914.22,971.57,Returning,0.14,Cash,Online,North-Bob,POS,,,,
1053.0,2023-12-12,Alice,South,3382.49,47.0,Electronics,3551.76,3696.1,Returning,0.15,Bank Transfer,Retail,South-Alice,POS,,,,
1044.0,2023-04-20,Charlie,West,8564.8,34.0,Food,3573.3,3740.13,Returning,0.01,Credit Card,Online,West-Charlie,POS,,,,
1090.0,2023-07-01,David,North,2150.05,31.0,Furniture,4496.86,4880.799999999999,New,0.06,Cash,Retail,North-David,POS,,,,
1032.0,2023-11-09,Bob,East,804.47,25.0,Electronics,2934.3,3337.4,Returning,0.25,Credit Card,Retail,East-Bob,POS,,,,
1070.0,2023-01-01,Eve,South,783.18,12.0,Furniture,664.33,863.03,Returning,0.25,Bank Transfer,Retail,South-Eve,POS,,,,
1032.0,2023-11-15,Alice,West,9413.77,1.0,Food,651.0,865.76,Returning,0.09,Bank Transfer,Retail,West-Alice,POS,,,,
1068.0,2023-02-24,Bob,North,5118.51,22.0,Clothing,3619.61,3651.42,Returning,0.26,Bank Transfer,Online,North-Bob,POS,,,,
1055.0,2023-05-29,Eve,North,4153.18,40.0,Furniture,959.73,1111.41,New,0.23,Bank Transfer,Online,North-Eve,POS,,,,
1075.0,2023-11-05,Bob,East,8127.7,37.0,Food,1675.51,1906.64,New,0.13,Bank Transfer,Online,East-Bob,POS,,,,
1056.0,2023-05-17,David,West,8374.68,47.0,Furniture,2461.7,2529.02,Returning,0.22,Cash,Retail,West-David,POS,,,,
1017.0,2023-07-21,David,East,3388.69,1.0,Food,172.59,404.69,Returning,0.29,Bank Transfer,Online,East-David,POS,,,,
1038.0,2023-11-09,David,East,6966.82,1.0,Food,1281.65,1709.71,Returning,0.14,Credit Card,Online,East-David,POS,,,,
1024.0,2023-04-27,Alice,West,7734.12,42.0,Food,2069.05,2363.9,Returning,0.07,Cash,Online,West-Alice,POS,,,,
1069.0,2023-06-03,David,West,6581.04,42.0,Clothing,1434.2,1482.88,New,0.28,Credit Card,Retail,West-David,POS,,,,
1098.0,2023-10-18,Eve,West,1600.79,21.0,Furniture,725.03,828.9499999999999,New,0.18,Bank Transfer,Online,West-Eve,POS,,,,
1070.0,2023-03-04,Bob,South,8771.24,15.0,Electronics,3653.66,3896.19,New,0.03,Credit Card,Retail,South-Bob,POS,,,,
1086.0,2023-09-01,Charlie,West,5437.04,17.0,Electronics,4075.08,4262.21,New,0.17,Cash,Online,West-Charlie,POS,,,,
1011.0,2023-01-25,Eve,North,2896.48,22.0,Electronics,1324.52,1510.3,Returning,0.15,Cash,Retail,North-Eve,POS,,,,
1016.0,2023-03-31,Eve,East,4309.76,38.0,Electronics,3883.38,4152.72,Returning,0.26,Cash,Online,East-Eve,POS,,,,
1097.0,2023-03-16,David,South,471.95,35.0,Food,1958.49,2254.84,New,0.16,Credit Card,Online,South-David,POS,,,,
1073.0,2023-10-21,Alice,West,1365.88,45.0,Furniture,2558.09,2958.55,New,0.08,Cash,Online,West-Alice,POS,,,,
1059.0,2023-07-29,Bob,South,7678.91,16.0,Furniture,4287.21,4464.28,Returning,0.2,Credit Card,Retail,South-Bob,POS,,,,
1070.0,2023-12-13,Alice,West,100.12,8.0,Clothing,3762.27,4166.95,Returning,0.16,Bank Transfer,Online,West-Alice,POS,,,,
1080.0,2023-01-17,Bob,South,4224.0,47.0,Furniture,4035.33,4211.25,Returning,0.07,Bank Transfer,Online,South-Bob,POS,,,,
1093.0,2023-05-08,Bob,East,5272.85,17.0,Furniture,727.38,764.54,Returning,0.17,Credit Card,Retail,East-Bob,POS,,,,
1003.0,2023-12-30,Alice,East,640.88,17.0,Furniture,395.11,676.6600000000001,Returning,0.25,Cash,Retail,East-Alice,POS,,,,
1020.0,2023-09-08,Eve,North,9733.47,26.0,Clothing,4472.35,4770.42,New,0.01,Credit Card,Retail,North-Eve,POS,,,,
1059.0,2023-06-28,Bob,North,2338.64,13.0,Electronics,1969.78,2437.7,New,0.19,Credit Card,Retail,North-Bob,POS,,,,
1036.0,2023-07-01,Alice,West,3111.57,17.0,Furniture,1475.0,1840.77,Returning,0.1,Credit Card,Online,West-Alice,POS,,,,
1019.0,2023-06-01,Bob,East,3109.03,38.0,Clothing,3637.25,4096.96,Returning,0.09,Bank Transfer,Online,East-Bob,POS,,,,
1090.0,2023-01-25,Charlie,South,2381.12,17.0,Clothing,4190.26,4645.35,New,0.12,Credit Card,Retail,South-Charlie,POS,,,,
1067.0,2023-06-29,Eve,South,114.59,48.0,Food,4319.32,4625.56,Returning,0.1,Bank Transfer,Online,South-Eve,POS,,,,
1019.0,2023-07-17,David,South,7320.51,14.0,Clothing,1614.19,1882.79,New,0.25,Credit Card,Retail,South-David,POS,,,,
1020.0,2023-12-10,Bob,North,9671.77,45.0,Electronics,4268.45,4551.599999999999,New,0.08,Bank Transfer,Online,North-Bob,POS,,,,
1096.0,2023-06-10,Charlie,South,2320.51,6.0,Furniture,252.62,742.0,New,0.22,Credit Card,Retail,South-Charlie,POS,,,,
1071.0,2023-06-26,David,North,6664.17,35.0,Clothing,295.82,684.6700000000001,New,0.03,Credit Card,Online,North-David,POS,,,,
1052.0,2023-10-12,David,North,7444.77,46.0,Electronics,3136.42,3198.49,Returning,0.29,Cash,Retail,North-David,POS,,,,
1033.0,2023-03-04,Bob,West,8499.41,14.0,Clothing,362.38,753.81,Returning,0.19,Cash,Retail,West-Bob,POS,,,,
1040.0,2023-05-30,Alice,South,4284.03,47.0,Clothing,1656.82,1750.38,New,0.21,Credit Card,Online,South-Alice,POS,,,,
1039.0,2023-06-03,Bob,South,3099.02,8.0,Clothing,3380.14,3609.34,Returning,0.09,Credit Card,Online,South-Bob,POS,,,,
1082.0,2023-06-05,Charlie,East,3320.42,15.0,Clothing,1719.47,1832.6,Returning,0.12,Credit Card,Online,East-Charlie,POS,,,,
1001.0,2023-02-18,David,West,7154.95,27.0,Clothing,939.02,1286.92,Returning,0.07,Credit Card,Retail,West-David,POS,,,,
1011.0,2023-12-03,Bob,East,8186.12,13.0,Electronics,1442.69,1882.57,Returning,0.28,Cash,Online,East-Bob,POS,,,,
1092.0,2023-03-25,Alice,West,1897.98,49.0,Furniture,2315.0,2467.28,New,0.15,Bank Transfer,Retail,West-Alice,POS,,,,
1057.0,2023-12-27,Bob,South,3772.32,31.0,Furniture,2403.16,2453.35,Returning,0.19,Credit Card,Online,South-Bob,POS,,,,
1089.0,2023-06-26,Eve,North,9029.21,35.0,Furniture,3925.85,4082.11,New,0.22,Cash,Online,North-Eve,POS,,,,
1050.0,2023-05-28,Alice,North,8086.27,6.0,Furniture,3763.26,4102.72,New,0.11,Credit Card,Retail,North-Alice,POS,,,,
1023.0,2023-04-28,Charlie,North,9850.1,5.0,Electronics,2311.25,2482.34,Returning,0.22,Credit Card,Retail,North-Charlie,POS,,,,
1031.0,2023-12-08,David,North,7567.06,22.0,Food,4236.05,4382.320000000001,New,0.2,Bank Transfer,Online,North-David,POS,,,,
1094.0,2023-03-04,Bob,North,3992.63,49.0,Food,615.47,715.84,Returning,0.21,Credit Card,Retail,North-Bob,POS,,,,
1042.0,2023-07-08,Alice,East,5947.31,23.0,Electronics,1314.0,1567.78,Returning,0.15,Credit Card,Retail,East-Alice,POS,,,,
1099.0,2023-12-26,Eve,West,6644.04,25.0,Electronics,4148.48,4293.69,New,0.11,Bank Transfer,Online,West-Eve,POS,,,,
1007.0,2023-02-18,Alice,South,876.71,34.0,Clothing,1921.07,2289.27,Returning,0.07,Bank Transfer,Retail,South-Alice,POS,,,,
1016.0,2023-11-23,Eve,East,5490.52,26.0,Clothing,4906.85,4954.39,New,0.25,Bank Transfer,Online,East-Eve,POS,,,,
1090.0,2023-09-14,Charlie,West,7122.28,47.0,Clothing,2357.95,2693.33,New,0.18,Bank Transfer,Online,West-Charlie,POS,,,,
1060.0,2023-08-12,David,North,1756.48,5.0,Furniture,3970.08,4096.48,Returning,0.13,Cash,Retail,North-David,POS,,,,
1002.0,2023-05-21,Charlie,West,7828.25,26.0,Clothing,2041.42,2291.17,Returning,0.28,Cash,Online,West-Charlie,POS,,,,
1001.0,2023-08-03,Bob,West,5879.35,20.0,Food,2153.52,2303.7,Returning,0.01,Cash,Retail,West-Bob,POS,,,,
1048.0,2023-07-30,Alice,North,9527.0,6.0,Furniture,1945.27,2309.43,New,0.26,Credit Card,Online,North-Alice,POS,,,,
1012.0,2023-11-14,Eve,North,519.98,6.0,Clothing,3609.42,4082.62,Returning,0.3,Bank Transfer,Retail,North-Eve,POS,,,,
1069.0,2023-02-01,Eve,North,2726.73,18.0,Furniture,2760.21,3219.58,New,0.27,Bank Transfer,Retail,North-Eve,POS,,,,
1037.0,2023-06-07,Alice,South,6055.38,4.0,Food,4721.7,5017.58,New,0.24,Cash,Retail,South-Alice,POS,,,,
1032.0,2023-10-12,Alice,North,3035.94,17.0,Clothing,1291.91,1528.59,Returning,0.11,Credit Card,Retail,North-Alice,POS,,,,
1009.0,2023-11-01,Bob,South,7172.8,14.0,Food,547.79,958.76,Returning,0.07,Credit Card,Retail,South-Bob,POS,,,,
1099.0,2023-10-13,Charlie,North,7614.15,14.0,Food,1996.64,2341.4700000000003,Returning,0.22,Credit Card,Online,North-Charlie,POS,,,,
1019.0,2023-05-24,Eve,South,1114.91,13.0,Food,3102.73,3202.68,New,0.09,Cash,Online,South-Eve,POS,,,,
1048.0,2023-01-19,Bob,West,5187.16,7.0,Clothing,4310.95,4723.2,Returning,0.05,Credit Card,Retail,West-Bob,POS,,,,
1080.0,2023-01-18,Charlie,East,5138.02,44.0,Electronics,1763.67,1983.82,New,0.24,Credit Card,Online,East-Charlie,POS,,,,
1003.0,2023-09-14,Bob,West,3755.88,15.0,Clothing,3286.24,3388.84,Returning,0.09,Credit Card,Retail,West-Bob,POS,,,,
1020.0,2023-03-19,Eve,West,9335.96,19.0,Food,1783.48,1931.56,Returning,0.27,Bank Transfer,Retail,West-Eve,POS,,,,
1024.0,2023-06-24,Alice,North,8292.31,43.0,Clothing,3105.24,3246.33,New,0.25,Cash,Online,North-Alice,POS,,,,
1054.0,2023-07-13,Alice,South,7002.37,47.0,Food,4429.8,4694.21,New,0.25,Bank Transfer,Online,South-Alice,POS,,,,
1033.0,2023-04-23,Charlie,East,7171.83,44.0,Electronics,1195.22,1320.06,Returning,0.23,Bank Transfer,Retail,East-Charlie,POS,,,,
1024.0,2023-04-24,David,North,4670.99,35.0,Furniture,2051.0,2121.55,Returning,0.26,Cash,Retail,North-David,POS,,,,
1075.0,2023-08-10,Charlie,North,9217.85,17.0,Electronics,4966.66,5037.27,Returning,0.24,Bank Transfer,Retail,North-Charlie,POS,,,,
1072.0,2023-06-15,David,North,6976.49,35.0,Electronics,4349.36,4645.17,Returning,0.18,Credit Card,Retail,North-David,POS,,,,
1036.0,2023-11-15,Bob,West,7316.91,19.0,Furniture,2844.97,3215.0,Returning,0.09,Credit Card,Retail,West-Bob,POS,,,,
1038.0,2023-05-12,Bob,South,8630.74,20.0,Clothing,2607.31,2774.86,New,0.27,Credit Card,Retail,South-Bob,POS,,,,
1084.0,2023-09-21,Eve,South,2813.31,36.0,Furniture,1458.77,1485.75,New,0.25,Credit Card,Online,South-Eve,POS,,,,
1099.0,2023-02-24,David,East,8090.0,35.0,Clothing,2610.19,2682.53,New,0.14,Cash,Retail,East-David,POS,,,,
1089.0,2023-12-25,Eve,South,2032.88,32.0,Clothing,4248.5,4706.7,New,0.01,Bank Transfer,Retail,South-Eve,POS,,,,
1099.0,2023-05-11,Alice,South,3518.89,48.0,Food,3441.61,3693.45,Returning,0.19,Bank Transfer,Online,South-Alice,POS,,,,
1025.0,2023-10-15,David,North,3422.54,44.0,Food,1485.72,1717.97,New,0.02,Credit Card,Retail,North-David,POS,,,,
1093.0,2023-09-23,Charlie,North,9787.4,40.0,Furniture,1047.25,1075.89,New,0.28,Credit Card,Retail,North-Charlie,POS,,,,
1018.0,2024-01-01,Alice,West,8579.72,24.0,Electronics,1362.78,1729.81,New,0.29,Bank Transfer,Online,West-Alice,POS,,,,
1082.0,2023-06-11,Alice,North,7041.58,17.0,Furniture,890.31,1159.06,Returning,0.06,Cash,Retail,North-Alice,POS,,,,
1066.0,2023-03-28,Charlie,North,7297.86,7.0,Clothing,523.42,632.4399999999999,New,0.2,Bank Transfer,Online,North-Charlie,POS,,,,
1054.0,2023-02-24,Alice,North,5664.52,43.0,Food,2124.72,2188.66,Returning,0.03,Credit Card,Retail,North-Alice,POS,,,,
1035.0,2023-10-15,David,North,9476.2,1.0,Furniture,610.83,808.69,New,0.22,Credit Card,Online,North-David,POS,,,,
1080.0,2023-06-27,Eve,West,5012.96,35.0,Furniture,900.97,1321.18,Returning,0.1,Cash,Online,West-Eve,POS,,,,
1061.0,2023-12-15,Alice,North,3867.13,32.0,Food,2759.26,3193.25,New,0.2,Bank Transfer,Online,North-Alice,POS,,,,
1041.0,2023-01-08,David,East,1714.05,36.0,Food,864.77,1170.16,Returning,0.11,Cash,Retail,East-David,POS,,,,
1100.0,2023-11-17,Bob,East,7883.44,13.0,Food,366.2,732.69,New,0.04,Cash,Retail,East-Bob,POS,,,,
1033.0,2023-11-09,David,East,7370.99,6.0,Clothing,1621.07,1687.5,Returning,0.12,Credit Card,Online,East-David,POS,,,,
1068.0,2023-09-04,Eve,East,3905.11,14.0,Food,1140.58,1438.76,Returning,0.03,Bank Transfer,Online,East-Eve,POS,,,,
1033.0,2023-11-19,David,North,349.41,37.0,Electronics,2600.76,2937.57,New,0.17,Credit Card,Retail,North-David,POS,,,,
1014.0,2023-09-12,Charlie,East,8406.07,48.0,Furniture,556.72,665.07,Returning,0.01,Bank Transfer,Retail,East-Charlie,POS,,,,
1021.0,2023-11-24,Eve,North,213.04,15.0,Food,3771.27,4212.55,Returning,0.16,Credit Card,Retail,North-Eve,POS,,,,
1048.0,2023-02-23,Bob,West,7066.63,47.0,Food,4535.86,4641.41,New,0.27,Credit Card,Retail,West-Bob,POS,,,,
1020.0,2023-09-06,Charlie,East,9705.55,4.0,Clothing,3730.0,3893.6,New,0.25,Bank Transfer,Retail,East-Charlie,POS,,,,
1008.0,2023-08-27,David,South,4432.85,40.0,Clothing,2687.49,3001.56,Returning,0.26,Bank Transfer,Online,South-David,POS,,,,
1007.0,2023-08-17,Eve,East,2426.24,16.0,Furniture,4310.31,4633.1,New,0.28,Credit Card,Retail,East-Eve,POS,,,,
1067.0,2023-03-08,Bob,East,7078.22,28.0,Electronics,3489.85,3842.55,New,0.03,Bank Transfer,Online,East-Bob,POS,,,,
1017.0,2023-02-20,Charlie,North,8189.57,16.0,Furniture,102.23,167.12,New,0.04,Credit Card,Retail,North-Charlie,POS,,,,
1033.0,2023-04-07,Bob,East,5509.66,4.0,Food,2000.75,2426.99,Returning,0.17,Bank Transfer,Online,East-Bob,POS,,,,
1048.0,2023-04-02,David,South,9673.65,45.0,Electronics,4262.21,4533.31,Returning,0.27,Credit Card,Online,South-David,POS,,,,
1076.0,2023-09-21,Bob,North,611.52,26.0,Electronics,1762.0,2002.95,Returning,0.29,Credit Card,Retail,North-Bob,POS,,,,
1059.0,2023-10-18,Alice,North,5097.48,28.0,Electronics,224.32,715.06,Returning,0.01,Credit Card,Online,North-Alice,POS,,,,
1086.0,2023-04-06,Charlie,West,7212.69,32.0,Electronics,3743.59,4116.38,Returning,0.11,Cash,Online,West-Charlie,POS,,,,
1022.0,2023-03-29,Bob,West,8640.14,45.0,Furniture,4020.09,4087.91,Returning,0.06,Bank Transfer,Online,West-Bob,POS,,,,
1030.0,2023-03-19,David,East,1874.63,2.0,Clothing,844.94,1225.64,Returning,0.23,Credit Card,Online,East-David,POS,,,,
1038.0,2023-10-15,David,West,8020.03,31.0,Clothing,2709.84,2766.51,New,0.19,Cash,Retail,West-David,POS,,,,
1051.0,2023-04-30,Bob,West,5571.8,3.0,Food,1000.18,1023.64,Returning,0.04,Credit Card,Online,West-Bob,POS,,,,
1054.0,2023-10-29,David,West,4025.88,8.0,Clothing,3610.21,3817.99,Returning,0.15,Cash,Retail,West-David,POS,,,,
1008.0,2023-06-14,Eve,North,1403.98,24.0,Clothing,1394.17,1891.02,New,0.21,Credit Card,Online,North-Eve,POS,,,,
1027.0,2023-07-01,Eve,North,8666.43,15.0,Clothing,1615.26,1710.95,New,0.23,Credit Card,Retail,North-Eve,POS,,,,
1027.0,2023-08-11,Eve,North,1657.0,43.0,Clothing,4232.61,4572.21,New,0.01,Cash,Retail,North-Eve,POS,,,,
1098.0,2023-11-07,Alice,West,3166.9,31.0,Food,2407.8,2502.76,Returning,0.27,Cash,Retail,West-Alice,POS,,,,
1021.0,2023-01-07,Bob,North,2971.45,9.0,Furniture,3365.28,3730.43,New,0.17,Bank Transfer,Online,North-Bob,POS,,,,
1030.0,2023-11-26,Alice,West,8727.0,39.0,Electronics,2041.75,2299.37,Returning,0.24,Bank Transfer,Retail,West-Alice,POS,,,,
1097.0,2023-09-20,David,North,6759.76,45.0,Clothing,1525.13,1868.32,Returning,0.24,Cash,Retail,North-David,POS,,,,
1028.0,2023-06-10,Alice,North,7987.15,2.0,Furniture,3146.12,3255.53,Returning,0.06,Bank Transfer,Online,North-Alice,POS,,,,
1064.0,2023-05-31,David,South,2579.63,8.0,Clothing,816.54,1191.9,New,0.03,Cash,Retail,South-David,POS,,,,
1097.0,2023-03-26,David,East,6286.25,7.0,Clothing,1896.35,2394.2,New,0.22,Bank Transfer,Online,East-David,POS,,,,
1069.0,2023-05-27,Charlie,West,5760.29,44.0,Electronics,1084.73,1420.9,Returning,0.05,Credit Card,Online,West-Charlie,POS,,,,
1061.0,2023-04-22,Eve,South,8345.02,39.0,Electronics,3494.19,3746.0,Returning,0.25,Bank Transfer,Retail,South-Eve,POS,,,,
1048.0,2023-02-05,David,North,9070.26,42.0,Electronics,4723.83,5186.19,Returning,0.22,Credit Card,Online,North-David,POS,,,,
1019.0,2023-10-12,Charlie,West,220.35,16.0,Clothing,4977.78,4995.55,New,0.25,Credit Card,Online,West-Charlie,POS,,,,
1004.0,2023-07-07,Eve,North,6772.8,35.0,Clothing,2278.87,2646.53,Returning,0.09,Bank Transfer,Online,North-Eve,POS,,,,
1035.0,2023-03-23,David,East,613.17,30.0,Clothing,1300.03,1745.52,New,0.09,Cash,Retail,East-David,POS,,,,
1064.0,2023-01-02,David,South,5533.7,10.0,Electronics,2242.01,2282.23,Returning,0.2,Credit Card,Online,South-David,POS,,,,
1049.0,2023-10-30,Alice,East,2947.56,38.0,Food,4243.98,4474.509999999999,New,0.01,Credit Card,Online,East-Alice,POS,,,,
1017.0,2023-07-16,Alice,South,3137.09,18.0,Furniture,1069.73,1180.04,Returning,0.22,Bank Transfer,Online,South-Alice,POS,,,,
1044.0,2023-01-11,Eve,North,3594.29,5.0,Food,4762.87,5050.46,New,0.25,Cash,Retail,North-Eve,POS,,,,
1092.0,2023-08-22,David,East,6250.8,29.0,Clothing,1742.24,2070.52,New,0.12,Cash,Online,East-David,POS,,,,
1030.0,2023-07-14,Bob,East,3407.09,39.0,Clothing,4929.73,5088.02,New,0.23,Bank Transfer,Retail,East-Bob,POS,,,,
1093.0,2023-04-29,Alice,North,7353.72,34.0,Food,4201.11,4436.5,New,0.05,Cash,Online,North-Alice,POS,,,,
1046.0,2023-01-20,Eve,East,4104.82,43.0,Clothing,4052.42,4199.3,New,0.1,Bank Transfer,Retail,East-Eve,POS,,,,
1006.0,2023-09-18,David,West,776.7,45.0,Furniture,1623.63,1814.63,New,0.29,Bank Transfer,Retail,West-David,POS,,,,
1099.0,2023-10-20,David,South,7859.22,23.0,Clothing,93.45,181.62,Returning,0.3,Bank Transfer,Retail,South-David,POS,,,,
1037.0,2023-09-13,Bob,South,2929.01,5.0,Furniture,1941.56,2385.48,Returning,0.15,Credit Card,Online,South-Bob,POS,,,,
1024.0,2023-08-10,Eve,South,4384.39,30.0,Food,1543.96,1558.87,Returning,0.28,Credit Card,Online,South-Eve,POS,,,,
1093.0,2023-08-14,David,West,6885.89,6.0,Food,235.12,677.5,Returning,0.16,Credit Card,Online,West-David,POS,,,,
1046.0,2023-02-22,Alice,South,3391.32,46.0,Clothing,2551.56,2841.68,New,0.09,Bank Transfer,Retail,South-Alice,POS,,,,
1053.0,2023-12-21,Bob,North,660.2,44.0,Furniture,2045.0,2217.51,Returning,0.08,Credit Card,Online,North-Bob,POS,,,,
1095.0,2023-12-08,Eve,East,3801.82,4.0,Clothing,3191.05,3555.3500000000004,New,0.28,Credit Card,Online,East-Eve,POS,,,,
1099.0,2023-12-30,Bob,West,9450.04,29.0,Electronics,3124.87,3383.67,New,0.05,Credit Card,Retail,West-Bob,POS,,,,
1060.0,2023-10-07,Alice,South,6453.17,23.0,Electronics,647.7,902.26,New,0.17,Bank Transfer,Online,South-Alice,POS,,,,
1097.0,2023-03-22,Eve,North,6747.64,6.0,Electronics,4885.98,4949.95,Returning,0.17,Bank Transfer,Online,North-Eve,POS,,,,
1063.0,2023-07-21,Bob,East,6359.59,32.0,Electronics,975.31,1176.17,New,0.22,Bank Transfer,Retail,East-Bob,POS,,,,
1085.0,2023-06-07,Charlie,East,2070.02,42.0,Clothing,2254.11,2382.23,Returning,0.15,Credit Card,Retail,East-Charlie,POS,,,,
1032.0,2023-04-30,Alice,West,4241.51,18.0,Electronics,2466.18,2483.87,Returning,0.08,Cash,Online,West-Alice,POS,,,,
1087.0,2023-02-28,Alice,West,7534.3,15.0,Furniture,4074.66,4261.11,Returning,0.05,Credit Card,Retail,West-Alice,POS,,,,
1033.0,2023-08-03,Alice,West,1103.59,40.0,Food,541.19,595.2,Returning,0.19,Credit Card,Online,West-Alice,POS,,,,
1067.0,2023-05-08,Charlie,North,2850.74,32.0,Food,2171.79,2307.64,Returning,0.22,Bank Transfer,Online,North-Charlie,POS,,,,
1018.0,2023-08-12,Charlie,North,2835.56,9.0,Electronics,3161.09,3216.42,New,0.17,Bank Transfer,Online,North-Charlie,POS,,,,
1025.0,2023-07-28,David,West,4376.99,37.0,Electronics,1115.02,1174.48,New,0.22,Credit Card,Online,West-David,POS,,,,
1095.0,2023-04-25,Bob,South,9805.65,10.0,Electronics,3155.97,3263.49,Returning,0.04,Credit Card,Online,South-Bob,POS,,,,
